,K,I,KNN,GP
0.1043956043956044,"{0: 13.37465996263848, 1: 26.73420660720417, 2: 15.639596945544753, 3: 21.636850189169863, 4: 20.82248383244614, 5: 23.298567335409718}","{0: 11.71088678360886, 1: 20.24207353355031, 2: 12.02191643298838, 3: 18.859580202669694, 4: 18.995253831205453, 5: 14.972506110685922}","{0: 13.262727962085233, 1: 21.211632933533043, 2: 13.804784761931119, 3: 16.977389365962058, 4: 19.05269481286397, 5: 16.28600512300586}","{0: 15.027852440585283, 1: 29.504376377268127, 2: 16.756557862759358, 3: 21.780491612292327, 4: 21.448124475133273, 5: 25.88812739618922}"
0.10714285714285714,"{0: 11.110606009057797, 1: 17.342796939999708, 2: 11.972764052535085, 3: 15.918029926653434, 4: 13.761714348682952, 5: 14.494018984612646}","{0: 8.67037349072519, 1: 14.405828698306154, 2: 10.654848357668282, 3: 14.176767739855267, 4: 11.94797930509702, 5: 10.273986158805716}","{0: 9.621466928747061, 1: 15.81762387551606, 2: 12.321759900005938, 3: 14.444250631363971, 4: 11.963769920771549, 5: 12.232635702943082}","{0: 11.07526402449277, 1: 17.39396216323985, 2: 11.394976805298665, 3: 16.20810320946242, 4: 14.530491295452386, 5: 14.49473273433647}"
0.10989010989010987,"{0: 11.820817564287514, 1: 18.617386601078515, 2: 11.235317202691435, 3: 12.472195105236516, 4: 12.23872290204136, 5: 17.89653946968467}","{0: 8.352470414158413, 1: 18.086629923036952, 2: 14.61977824224211, 3: 11.157671695886368, 4: 8.522074794284105, 5: 17.78613223550979}","{0: 8.567328973659693, 1: 20.439007763340214, 2: 16.37395529103557, 3: 12.455801166652797, 4: 8.892264170368382, 5: 18.49495037792085}","{0: 7.812858404854882, 1: 18.717957386368383, 2: 10.839308174086483, 3: 11.642042488005577, 4: 11.911555552684398, 5: 13.72276190657581}"
0.11263736263736265,"{0: 16.016554928031212, 1: 18.426697114811866, 2: 9.18118577385071, 3: 12.118506866101537, 4: 11.555386751575263, 5: 13.733298798119227}","{0: 13.411764367526004, 1: 12.615670450213798, 2: 12.017178070469859, 3: 12.375078302367166, 4: 11.250645467820247, 5: 12.902981999283025}","{0: 14.28753130737512, 1: 10.24400733715862, 2: 10.485608478058193, 3: 9.59143138715603, 4: 10.218270538955714, 5: 12.52900664109148}","{0: 16.466487155342513, 1: 17.81392352873245, 2: 7.988425728804892, 3: 10.66611516840438, 4: 10.803099070772433, 5: 7.5112678359363505}"
0.1153846153846154,"{0: 18.680029256826483, 1: 23.10515519014458, 2: 15.755788603902122, 3: 19.534716972802716, 4: 17.785000917672715, 5: 17.615658194730237}","{0: 17.81827812215633, 1: 14.860479368103253, 2: 11.57172274713979, 3: 17.079403207525658, 4: 16.42441074148683, 5: 8.771829901892282}","{0: 18.575635563374874, 1: 14.822798672427135, 2: 14.235734253099194, 3: 13.854000530290476, 4: 15.863830735273748, 5: 9.640855491187818}","{0: 19.67441745683244, 1: 28.468755178280833, 2: 16.333823057738368, 3: 19.632848958956426, 4: 18.65219643368656, 5: 25.584610172327295}"
0.11813186813186813,"{0: 26.244064594926545, 1: 31.47983710611505, 2: 24.209456101577143, 3: 28.933710960640724, 4: 30.803997968436285, 5: 32.47133107498432}","{0: 25.243537230050503, 1: 27.562483463394983, 2: 22.043977022688086, 3: 25.548407737418938, 4: 27.29246277897171, 5: 24.06207345706712}","{0: 27.16072881485429, 1: 28.86366953800211, 2: 25.159049323125373, 3: 24.681586474609592, 4: 25.29018241438217, 5: 23.729233436374813}","{0: 27.244918425097833, 1: 30.650531937986337, 2: 25.540945245416353, 3: 29.247691043859128, 4: 30.793914420620872, 5: 30.46696175713916}"
0.12087912087912088,"{0: 33.09757998634484, 1: 26.544712337835097, 2: 18.58643165668327, 3: 18.717076266458573, 4: 13.907864850470878, 5: 22.20431962358397}","{0: 33.12117345777664, 1: 12.853970733804312, 2: 11.850242236490017, 3: 15.28510977001972, 4: 13.105495896506756, 5: 10.515595050558472}","{0: 32.89057993805491, 1: 16.671668297697067, 2: 16.106206240888906, 3: 13.320049877892107, 4: 11.651935105572214, 5: 10.584856053387172}","{0: 32.35024965916941, 1: 43.798050433174, 2: 16.098434937581338, 3: 14.435664872296167, 4: 13.944838436931816, 5: 23.090926734193097}"
0.12362637362637365,"{0: 47.12268903882418, 1: 47.97888696828888, 2: 21.0002076856551, 3: 38.153993769726625, 4: 36.48968988055203, 5: 40.101054456101}","{0: 42.14545549969746, 1: 42.59492238642404, 2: 24.101784928769405, 3: 37.50884469461998, 4: 39.8487308848165, 5: 31.263774520985546}","{0: 45.66158684829834, 1: 39.485736476436564, 2: 27.113605994769262, 3: 34.195108565630704, 4: 37.0988008529535, 5: 35.74027614220085}","{0: 47.84624489753928, 1: 56.62624910015371, 2: 26.743205122360887, 3: 36.19784147405417, 4: 42.82911622585971, 5: 47.14458316743808}"
0.12637362637362634,"{0: 39.079393670339925, 1: 44.168954723779464, 2: 19.278686012275724, 3: 24.80198262671695, 4: 16.13325954322187, 5: 27.17831058880788}","{0: 38.58547020937998, 1: 37.19624904065675, 2: 19.57750777569253, 3: 25.178830798968207, 4: 20.904827972764405, 5: 29.01460183514394}","{0: 40.69101452615342, 1: 37.00962971436813, 2: 20.559877202277498, 3: 27.09360934558763, 4: 19.653251690904526, 5: 33.99963330037622}","{0: 40.37225762107939, 1: 56.90814002060383, 2: 9.450836446046232, 3: 26.243590651995046, 4: 21.860411564268034, 5: 19.314074226625824}"
0.12912087912087913,"{0: 115.5549991785139, 1: 44.11190391453301, 2: 18.26877330761758, 3: 24.47605046237909, 4: 23.895978609574243, 5: 40.91770895784379}","{0: 108.27887624391066, 1: 20.964518183287538, 2: 40.29997015580451, 3: 20.635364644803335, 4: 19.4812938055249, 5: 16.022914748625173}","{0: 113.11561379243008, 1: 29.970902329333214, 2: 36.523260515685294, 3: 21.667288143974986, 4: 14.64004162541847, 5: 23.73482859331393}","{0: 114.46836799316559, 1: 19.750147135610106, 2: 60.527733183939574, 3: 17.93775467470509, 4: 14.007600335737067, 5: 14.755179062316536}"
0.13186813186813187,"{0: 9.981237623679199, 1: 6.096141177031892, 2: 14.689858086612857, 3: 12.502523575011411, 4: 6.855437885006483, 5: 11.199417106709356}","{0: 11.580350305877804, 1: 10.183660300928178, 2: 18.322077174301544, 3: 11.242853675064918, 4: 8.436076808001827, 5: 9.126030156247959}","{0: 11.901930155545887, 1: 11.093235169376435, 2: 18.712483446309285, 3: 12.673282543942893, 4: 8.502084945748853, 5: 10.960192942796553}","{0: 11.998298936930926, 1: 6.275260977157433, 2: 19.53824835956439, 3: 11.406410170772457, 4: 8.71416104119351, 5: 10.332155944533055}"
0.1346153846153846,"{0: 19.384463963414373, 1: 33.08217405618346, 2: 24.08831328315735, 3: 17.38963154107825, 4: 17.464823157807672, 5: 27.480812292406426}","{0: 17.14988914967983, 1: 33.293584525175376, 2: 25.534580767358452, 3: 15.003433238269723, 4: 13.948417465740478, 5: 23.600784185163988}","{0: 19.388843542639883, 1: 35.54011586908444, 2: 27.090613276258086, 3: 17.535358627260837, 4: 14.90470374390863, 5: 22.378381442560816}","{0: 21.313716123386637, 1: 37.014740677273224, 2: 27.154704095210626, 3: 20.74236529697529, 4: 19.459077043395748, 5: 22.47317515391284}"
0.13736263736263735,"{0: 6.2849254924307925, 1: 7.528859963205772, 2: 7.426725720880336, 3: 7.967031158317755, 4: 4.036834025440963, 5: 9.246316130029866}","{0: 6.679459506988384, 1: 8.565634079978901, 2: 8.15258974820721, 3: 8.636052540798847, 4: 1.9379832048392498, 5: 8.905344702658201}","{0: 5.938057452469171, 1: 7.8481893302874655, 2: 8.364356941034595, 3: 8.115940433894806, 4: 4.088068629478664, 5: 8.973179453565484}","{0: 6.161270427506517, 1: 6.766052557175613, 2: 7.623882803207652, 3: 8.748775997276331, 4: 4.558868271049404, 5: 10.726132351961125}"
0.1401098901098901,"{0: 5.936079852689022, 1: 9.461590404177171, 2: 6.446074940886217, 3: 8.243869021711284, 4: 2.0983317267790955, 5: 6.169178575764382}","{0: 7.705466226709162, 1: 9.616049976961511, 2: 5.798998814954098, 3: 7.843568895399696, 4: 4.135163990176141, 5: 7.122069795296868}","{0: 5.322143426320269, 1: 8.64580185597411, 2: 4.668597848691439, 3: 7.119861876091692, 4: 4.849715002595483, 5: 6.327952242796572}","{0: 5.946567164827051, 1: 11.847924538713519, 2: 6.67619731211537, 3: 7.697912422553686, 4: 3.2040501814216045, 5: 6.472262401093038}"
0.14285714285714285,"{0: 15.8834720195486, 1: 24.979057891061203, 2: 15.179411522887763, 3: 17.930661415736854, 4: 18.35589573893752, 5: 20.34374279718633}","{0: 12.272155538489796, 1: 19.65569168340053, 2: 12.32432668519816, 3: 17.038837128016446, 4: 16.75466889063507, 5: 15.035727820608512}","{0: 14.302683132325054, 1: 19.707424066475696, 2: 13.992845899541404, 3: 15.840295797193653, 4: 17.607493220881935, 5: 17.407106665484225}","{0: 16.657277683117478, 1: 26.113081547814442, 2: 15.894046143912442, 3: 19.988443193277586, 4: 19.976850194634, 5: 22.949591329259704}"
0.1456043956043956,"{0: 7.9941139310929215, 1: 13.453019497048817, 2: 11.823601740982241, 3: 12.368720325111248, 4: 8.66969041201151, 5: 12.2166701237151}","{0: 6.582067785672413, 1: 15.273845461265687, 2: 8.523828961495827, 3: 10.537601724156945, 4: 7.415495164526262, 5: 9.083403046444305}","{0: 7.922382160752422, 1: 14.624349627718425, 2: 8.78637941655271, 3: 9.738921439544622, 4: 6.713805235091768, 5: 10.306490347219464}","{0: 5.8270661893699796, 1: 14.209072444578089, 2: 13.38727554661798, 3: 11.054299967775625, 4: 8.844799800305212, 5: 18.231578175992993}"
0.14835164835164835,"{0: 9.04164519586661, 1: 16.110465766583356, 2: 15.724793009403443, 3: 12.252005944034202, 4: 14.534154666066252, 5: 18.00538371847639}","{0: 7.968884636705711, 1: 25.28429505563132, 2: 14.337053400552898, 3: 18.196954621294395, 4: 15.521249602266222, 5: 18.77444947195142}","{0: 11.396304477231107, 1: 23.293106820742377, 2: 17.99292608422679, 3: 17.126314685897952, 4: 16.550599926181775, 5: 21.37396160440686}","{0: 11.532110050573973, 1: 25.71977236600137, 2: 16.867435229839646, 3: 20.196130834512747, 4: 18.71415510552868, 5: 23.32804628501739}"
0.1510989010989011,"{0: 6.439686980553547, 1: 11.273990075368236, 2: 5.636981794796722, 3: 7.776715952971343, 4: 5.006483271732804, 5: 14.567043004845468}","{0: 7.22613287151125, 1: 11.123903955973576, 2: 6.35553221283823, 3: 8.079432870806606, 4: 10.369722889380183, 5: 15.145115682337089}","{0: 8.296154900412393, 1: 10.846070621537738, 2: 7.269649189790758, 3: 7.716186774023101, 4: 4.434548099968073, 5: 13.809723799904425}","{0: 6.087365724252745, 1: 11.194310492218856, 2: 5.791657461021109, 3: 7.839246184885926, 4: 4.868853316988505, 5: 14.596539610220766}"
0.15384615384615385,"{0: 12.433280823190346, 1: 29.374213240256267, 2: 21.42536456936344, 3: 22.41199974821199, 4: 17.42700338388455, 5: 39.44336001132517}","{0: 7.897010702467597, 1: 29.161062725346852, 2: 19.621218602274265, 3: 21.617954925500825, 4: 25.27389510509824, 5: 37.302744834284404}","{0: 10.481821862775966, 1: 32.60730339480604, 2: 22.059405707339227, 3: 25.30487240195105, 4: 17.12358996510834, 5: 39.16927419479576}","{0: 13.903828862611332, 1: 37.80421497965305, 2: 23.296246527144437, 3: 24.32944991421712, 4: 20.205788520326717, 5: 39.81957270738166}"
0.1565934065934066,"{0: 6.9824560436063186, 1: 13.717270678639354, 2: 7.002425594691889, 3: 8.511785666166553, 4: 3.979684497568746, 5: 4.500337788502665}","{0: 7.021828834253289, 1: 18.265873254315636, 2: 7.689494817388186, 3: 7.993610056746707, 4: 4.395049024185227, 5: 7.635567460578518}","{0: 6.373063097417534, 1: 17.894549218586402, 2: 6.728450431281143, 3: 8.212633662655628, 4: 4.169542741440216, 5: 5.5316699495935415}","{0: 6.348551792998123, 1: 15.844434322837808, 2: 8.273370199209179, 3: 7.743078645414183, 4: 3.7071495413243833, 5: 4.456033276946837}"
0.15934065934065933,"{0: 4.0612131594847165, 1: 13.300957986155192, 2: 9.640207550066325, 3: 9.121928887089933, 4: 5.190743456020757, 5: 6.340547325509618}","{0: 4.269889217369443, 1: 14.115152184817953, 2: 7.610313667127938, 3: 8.413612512007298, 4: 5.0005378607181, 5: 4.256147091333736}","{0: 4.987077243136742, 1: 14.250999159523975, 2: 7.4597158436569835, 3: 8.167894351378946, 4: 4.049494456076493, 5: 4.408593833466331}","{0: 3.5713355989799447, 1: 13.720158028357515, 2: 13.773631068251282, 3: 9.358536600369142, 4: 6.6821570938468025, 5: 12.76071613444061}"
0.1620879120879121,"{0: 11.623698608633427, 1: 30.4860857952095, 2: 17.109749004799763, 3: 28.384564732098042, 4: 27.30113429505477, 5: 27.837521802734916}","{0: 10.882802773692633, 1: 28.837009347260175, 2: 15.195558447120575, 3: 24.75632437493104, 4: 25.21153522733876, 5: 17.200911530920557}","{0: 13.70798835786299, 1: 28.277662614300507, 2: 18.833097214442944, 3: 23.157723910958605, 4: 25.81797693801859, 5: 19.058961402183076}","{0: 12.451280473308199, 1: 36.870442504266855, 2: 25.100602722567395, 3: 23.57292591886326, 4: 29.84509050801585, 5: 31.89049967600211}"
0.16483516483516486,"{0: 14.154027615159341, 1: 39.148820593861466, 2: 28.377092743951042, 3: 21.534347724749118, 4: 21.245051753892714, 5: 29.3335400938282}","{0: 12.031159631226249, 1: 38.308404534673414, 2: 25.766355989959713, 3: 16.42998117734319, 4: 19.72658615581199, 5: 17.871945508420016}","{0: 15.864197425693083, 1: 40.43530976408246, 2: 28.5976245176455, 3: 19.54187511321811, 4: 19.505893995208783, 5: 22.58509562522149}","{0: 11.710002210093649, 1: 41.48617452598894, 2: 38.7127342101205, 3: 21.32415890622913, 4: 22.359013184146917, 5: 42.61840936223299}"
0.17032967032967036,"{0: 16.731247322543613, 1: 17.27327266831248, 2: 9.403983175129255, 3: 19.91779162807914, 4: 18.462256069484006, 5: 14.432267819938861}","{0: 15.624086162494963, 1: 21.14772492184061, 2: 11.26178058026793, 3: 22.33142990802122, 4: 22.765240260799445, 5: 20.81285408448881}","{0: 16.33263075376453, 1: 16.580553384907766, 2: 10.915479695169509, 3: 15.590089535578976, 4: 21.651672177303563, 5: 17.827020338162633}","{0: 17.30412789470912, 1: 19.124785867061846, 2: 13.072427844416016, 3: 19.356517514839137, 4: 18.9728692744295, 5: 17.672910795952454}"
0.17307692307692307,"{0: 14.358509713834923, 1: 25.759784336274887, 2: 22.39871183715426, 3: 25.978565577796495, 4: 15.905853717924016, 5: 51.825188419814516}","{0: 16.224107208107757, 1: 31.211923436838966, 2: 27.97040722048409, 3: 24.888134844596998, 4: 21.774480909111038, 5: 54.03739923734709}","{0: 17.655949289271575, 1: 29.533881470087525, 2: 28.716504445908583, 3: 27.735116731608688, 4: 19.139578421662513, 5: 55.1116292825919}","{0: 21.480805697234242, 1: 33.73649343639505, 2: 33.33636615433162, 3: 33.07433495083401, 4: 20.58592021255697, 5: 50.670912623997104}"
0.17582417582417584,"{0: 14.09599017518091, 1: 30.17006428656082, 2: 30.64636355762853, 3: 15.794435548742127, 4: 16.253384134445337, 5: 33.65611689095515}","{0: 13.661973881931612, 1: 33.05137226060061, 2: 39.939482215978465, 3: 16.39066387059576, 4: 16.742272760674755, 5: 37.73078022403688}","{0: 15.886031983578457, 1: 33.0032022169237, 2: 41.622261317557715, 3: 19.50820524594911, 4: 15.981110862593034, 5: 39.99351904922336}","{0: 16.497762654280457, 1: 10.876307833402159, 2: 27.99036563791571, 3: 16.637656515745007, 4: 21.59365237271101, 5: 33.52060380500773}"
0.17857142857142858,"{0: 18.427086817036244, 1: 8.399940311660904, 2: 8.107389353025418, 3: 10.548178846048923, 4: 8.028822742681424, 5: 5.853946022061982}","{0: 30.783677541543607, 1: 20.538180707216203, 2: 14.784095404628584, 3: 11.710152576956816, 4: 16.714823899857297, 5: 13.681654197332207}","{0: 23.148606321105948, 1: 13.352350806934565, 2: 11.364652064716589, 3: 14.394480922593795, 4: 15.908048507648799, 5: 6.133426292093714}","{0: 16.82497507847318, 1: 10.599844996046361, 2: 14.623366203523174, 3: 9.749452011155418, 4: 7.414004113650141, 5: 5.9193819141075235}"
0.1813186813186813,"{0: 21.300237405826028, 1: 23.161657647931296, 2: 27.100412190364136, 3: 28.901727394028267, 4: 17.95836189589511, 5: 21.440195357968854}","{0: 23.69031366132438, 1: 21.279419933145075, 2: 29.979381501264303, 3: 30.432782253086977, 4: 19.746783394500174, 5: 16.825944302818804}","{0: 28.078181570235376, 1: 18.42815087646793, 2: 32.28221235085595, 3: 25.141937125220018, 4: 10.257217870608539, 5: 17.39938812699621}","{0: 30.21115664223342, 1: 15.835046712427808, 2: 36.33169183025696, 3: 28.947848159071665, 4: 11.327723641096851, 5: 18.853305914134552}"
0.18406593406593408,"{0: 30.388513538106196, 1: 33.18481671473107, 2: 11.67468333501746, 3: 15.800023438438194, 4: 12.861863937996729, 5: 35.332133909535116}","{0: 25.332286944485237, 1: 22.158628171411642, 2: 9.192636125200634, 3: 14.57716299283362, 4: 13.937536789305202, 5: 25.71882896836389}","{0: 23.673860958935638, 1: 23.11188868122816, 2: 8.977880316380647, 3: 13.864630184708131, 4: 16.363415246191327, 5: 31.399210671482408}","{0: 34.69808719830246, 1: 31.430486267439893, 2: 16.52581352832539, 3: 15.238960045822163, 4: 19.392131325365128, 5: 37.193752131064436}"
0.1868131868131868,"{0: 47.202137613465446, 1: 25.176112355587772, 2: 7.996681344569292, 3: 17.58163860937382, 4: 19.37438857501335, 5: 20.178060669285895}","{0: 38.582343654730245, 1: 28.6152127220492, 2: 9.459324837752071, 3: 18.901511070318325, 4: 20.88242342448808, 5: 18.851517405864808}","{0: 40.216855993459816, 1: 23.74018057189044, 2: 12.818744831811165, 3: 20.59217861797159, 4: 20.206248802134336, 5: 19.322670855399675}","{0: 45.94902831364089, 1: 24.25054085474828, 2: 5.777835289365739, 3: 13.446239820980933, 4: 28.31919771944034, 5: 24.38608265650217}"
0.18956043956043955,"{0: 4.691600079214694, 1: 10.782687737001439, 2: 7.387809110198955, 3: 8.475069700432247, 4: 18.02338185412173, 5: 17.065505370435712}","{0: 6.30219204865738, 1: 9.209936411801678, 2: 8.476775102090256, 3: 8.73280068988673, 4: 16.160129959925854, 5: 17.423416250752645}","{0: 6.618129161159167, 1: 9.034206690485432, 2: 7.1590792948011055, 3: 8.442993625991003, 4: 7.314963966588905, 5: 16.580320579101517}","{0: 3.2586230919024017, 1: 9.16540941374177, 2: 7.710495255587425, 3: 6.142285053030715, 4: 3.4938857985751706, 5: 17.024747376703157}"
0.19230769230769232,"{0: 3.352078805127283, 1: 8.290479237123378, 2: 10.861853568225115, 3: 6.514780495977046, 4: 4.212693226925222, 5: 21.036878276526842}","{0: 5.254764150932739, 1: 5.717079677153548, 2: 7.943720013889075, 3: 8.794139941264339, 4: 19.500697187806967, 5: 21.00397213728936}","{0: 5.829892210679459, 1: 5.602662400600934, 2: 6.35170274427136, 3: 8.398584526045022, 4: 8.045931921580369, 5: 20.224702466466002}","{0: 3.101003506948503, 1: 4.992043315885334, 2: 5.591631156510882, 3: 6.764107357546084, 4: 3.822937809284572, 5: 20.73629110374089}"
0.19505494505494506,"{0: 15.624518030286374, 1: 19.480251941871686, 2: 14.651828572745146, 3: 18.02874487709966, 4: 16.892536042095884, 5: 25.022903077181667}","{0: 16.074841367307357, 1: 20.319953818479547, 2: 11.556576781466688, 3: 15.356605050627778, 4: 19.11004470425887, 5: 21.73863328351966}","{0: 17.185574356101892, 1: 20.81798456505911, 2: 12.722554070670123, 3: 14.8158024752104, 4: 11.941452756077343, 5: 21.65400611329825}","{0: 15.270554824765911, 1: 23.667910412688048, 2: 15.131975542262898, 3: 18.610495510343448, 4: 14.493564261317182, 5: 31.692730383272416}"
0.1978021978021978,"{0: 9.146388822106786, 1: 12.55901314530851, 2: 7.136724621654801, 3: 10.92097722307138, 4: 10.922508187335191, 5: 13.258346013230854}","{0: 7.895107354966621, 1: 8.848977763843402, 2: 6.885918851309056, 3: 12.527047311321194, 4: 14.206770038567141, 5: 11.227683179663728}","{0: 9.39441896212786, 1: 7.073364959100226, 2: 6.896461997763744, 3: 8.758465668480843, 4: 10.639167613844872, 5: 11.818616383839297}","{0: 9.432493076849616, 1: 10.288881832007764, 2: 6.23880869853735, 3: 9.070031512248342, 4: 10.112145362881181, 5: 15.199289580549411}"
0.20054945054945056,"{0: 5.957869134331206, 1: 9.832098721895859, 2: 9.859218370709838, 3: 8.415574172911036, 4: 5.340460052790275, 5: 12.587874606955108}","{0: 6.360217607323805, 1: 9.64799735036925, 2: 9.217135383057155, 3: 9.266337264652249, 4: 10.651841314212724, 5: 11.390016734550658}","{0: 7.387280243205034, 1: 10.381361178431444, 2: 9.37843081469836, 3: 8.474247944173888, 4: 6.210210445425017, 5: 12.148572949102082}","{0: 4.6932143765889425, 1: 10.613463938816285, 2: 10.196634241800485, 3: 8.213935623257276, 4: 5.833090751416962, 5: 13.929137980608036}"
0.20604395604395606,"{0: 8.242523639019947, 1: 5.889878286301382, 2: 2.7401915806555945, 3: 7.144415452968503, 4: 4.805037260771746, 5: 36.8095873005258}","{0: 10.535724952039997, 1: 5.108283573758777, 2: 3.8673982139688063, 3: 11.072790164945934, 4: 31.88725746050102, 5: 37.04360284429508}","{0: 12.84172988810523, 1: 6.289905363539806, 2: 4.617684202794001, 3: 13.259678745343649, 4: 10.14864254517634, 5: 36.185224766451626}","{0: 8.068968557013664, 1: 5.8404116766529155, 2: 2.66746281249489, 3: 7.070925118209091, 4: 4.683987574375727, 5: 36.967548043261736}"
0.2087912087912088,"{0: 7.752504171312987, 1: 17.6554766108827, 2: 14.855159347900958, 3: 19.852691184132265, 4: 13.140036241127845, 5: 16.510940254268856}","{0: 7.462145553324853, 1: 17.273606318314652, 2: 16.76516656685113, 3: 14.05406622901497, 4: 6.807460006474144, 5: 16.870882093162262}","{0: 9.852572214833103, 1: 19.995800494708746, 2: 18.61337568588881, 3: 17.209347794958887, 4: 5.705548543960208, 5: 17.94855206274354}","{0: 12.748847345726764, 1: 13.820791202435908, 2: 17.888156749895064, 3: 14.272874658340433, 4: 7.585728493707, 5: 11.879866238739085}"
0.21153846153846154,"{0: 14.952612070875992, 1: 3.905538809110027, 2: 20.785593962008956, 3: 25.177873974564907, 4: 17.99245192075717, 5: 11.36293653260669}","{0: 11.310956167903326, 1: 3.5185913289409796, 2: 21.59575434052675, 3: 21.72255769262147, 4: 9.05449497020419, 5: 15.302985581760701}","{0: 13.532343662590176, 1: 7.361648950036839, 2: 25.04850827391517, 3: 23.147373504409103, 4: 6.843420430070849, 5: 18.349943867987584}","{0: 11.250121970674892, 1: 10.256665181350812, 2: 19.803551130993057, 3: 22.87769219488396, 4: 11.6005947294683, 5: 14.570534748289935}"
0.21428571428571427,"{0: 31.2612531354229, 1: 43.47529148544317, 2: 17.29922489448561, 3: 27.39305063974849, 4: 27.287164289465316, 5: 34.327255982555734}","{0: 28.35845781918614, 1: 31.95868233740724, 2: 14.524386130601542, 3: 26.038287761937124, 4: 23.75449874232864, 5: 28.582730889428877}","{0: 28.00321990372772, 1: 32.83256437917041, 2: 14.53693389434624, 3: 23.118214646830907, 4: 25.310984388234534, 5: 28.570904167228477}","{0: 32.04884053611399, 1: 49.903364417424115, 2: 15.639819486763287, 3: 27.044671766061676, 4: 28.772888635224025, 5: 33.484183332101}"
0.21703296703296704,"{0: 20.36031199606504, 1: 25.952959348348436, 2: 11.783040253863067, 3: 19.369439599888906, 4: 17.044339708747234, 5: 26.052904205123472}","{0: 17.40907799215493, 1: 22.757677871838926, 2: 11.206628094644076, 3: 17.251495248573523, 4: 15.893732946900398, 5: 26.551168631140936}","{0: 19.0560277813664, 1: 25.053085357004424, 2: 13.818551478110631, 3: 18.735618886174993, 4: 19.31035376142499, 5: 26.716885530049197}","{0: 19.580257875761617, 1: 31.800112639706313, 2: 16.459599470685767, 3: 25.327586247712905, 4: 22.036761023450676, 5: 37.6596821086299}"
0.21978021978021972,"{0: 7.9050203485754675, 1: 8.76784217944062, 2: 4.300164460608446, 3: 5.7049011843819155, 4: 5.376248866274148, 5: 7.310104297468054}","{0: 10.5574135289263, 1: 8.51332937764005, 2: 5.647652393809048, 3: 5.873979031958776, 4: 7.53674064530738, 5: 6.790461995355964}","{0: 10.156671569744026, 1: 8.083898719358457, 2: 2.7741944846046778, 3: 5.73960790133722, 4: 7.7356033873156775, 5: 5.750607040151247}","{0: 10.066457019546494, 1: 13.041015275365334, 2: 2.9691157018324117, 3: 5.968973673068353, 4: 5.980960095664771, 5: 11.15684513319172}"
0.2225274725274725,"{0: 6.822893579467618, 1: 9.129004084712633, 2: 14.435043734520374, 3: 7.044561046470627, 4: 4.93531168415048, 5: 4.0385614535324255}","{0: 7.084559546499703, 1: 10.441556340711156, 2: 12.130732714045628, 3: 10.026025064523225, 4: 6.019872845290795, 5: 4.4164503234976324}","{0: 7.290489626188722, 1: 9.21729024185893, 2: 11.14273805102711, 3: 6.182479785828196, 4: 5.246378266724086, 5: 4.109362398316301}","{0: 6.626402449824704, 1: 9.14256774242832, 2: 14.169497893251709, 3: 6.660624893353687, 4: 4.776997433267787, 5: 4.47667612639861}"
