,K,I,KNN,GP
0.5082417582417582,"{0: 2.4943765980682104, 1: 3.5003993886882685, 2: 2.6516960507287934, 3: 2.640308228276843, 4: 2.3882489186700386, 5: 2.3143097977827485}","{0: 2.0448852325583537, 1: 3.653289421062035, 2: 2.079046733881841, 3: 2.697048773178523, 4: 1.7428285797053473, 5: 2.3221057490826924}","{0: 2.450572378419182, 1: 3.248703723583837, 2: 2.0895708422348354, 3: 2.504049220771953, 4: 2.8608067024996946, 5: 2.036896829061204}","{0: 2.1099900660006456, 1: 3.4992490032883996, 2: 3.232309954658232, 3: 3.671574256673821, 4: 1.9047599316446195, 5: 2.056333240910975}"
0.510989010989011,"{0: 11.093425222155707, 1: 17.239625183370485, 2: 12.733220032595211, 3: 18.57328934709145, 4: 15.354976154131627, 5: 16.121656883112564}","{0: 12.216629732283094, 1: 19.43921577777059, 2: 11.62781811460692, 3: 16.922328865611075, 4: 14.353601435305716, 5: 15.824753897752684}","{0: 12.885678808572454, 1: 19.18000032075309, 2: 14.355267476889408, 3: 17.444472942423737, 4: 14.625850430351017, 5: 15.502578056761326}","{0: 9.283456426773347, 1: 19.57021347363575, 2: 15.092168172071807, 3: 18.365178433853604, 4: 17.09231969282451, 5: 17.412367513082682}"
0.5137362637362637,"{0: 23.974195085479785, 1: 37.769499335598354, 2: 36.883878460874975, 3: 27.951054131207982, 4: 32.97277632779855, 5: 34.79538197922907}","{0: 22.540424994886653, 1: 35.247660611477144, 2: 35.18739648563998, 3: 25.61851406943205, 4: 30.274992509312884, 5: 27.92389549479851}","{0: 27.631617576848708, 1: 41.056338986955176, 2: 39.409225923805586, 3: 27.146263811712114, 4: 32.942197426593694, 5: 30.99562164324406}","{0: 25.415091349799994, 1: 42.45046642066367, 2: 37.00612657140486, 3: 31.11412939738478, 4: 35.19399521063365, 5: 39.1045184057842}"
0.5164835164835165,"{0: 34.896624045328934, 1: 48.499444831769566, 2: 48.359892793260286, 3: 48.84020628810248, 4: 55.13939028449217, 5: 39.720928565094255}","{0: 36.30072654890535, 1: 52.82463876330751, 2: 35.13745356638932, 3: 49.22162436054692, 4: 53.18318812969167, 5: 25.559924127373833}","{0: 37.72179550215834, 1: 54.88348578310506, 2: 38.196806653334534, 3: 39.52696176661489, 4: 52.9209200260628, 5: 27.331118398923127}","{0: 30.341279045957773, 1: 72.82811236548125, 2: 57.77321278672195, 3: 41.0555152719231, 4: 37.72278570135557, 5: 33.92359210948465}"
0.5192307692307693,"{0: 5.387227920232029, 1: 7.578921179962501, 2: 4.399330375449995, 3: 6.676552056216528, 4: 7.26660262784461, 5: 3.2068708978082223}","{0: 5.266059438200607, 1: 6.436020994739639, 2: 4.321966184731272, 3: 5.852308182130844, 4: 6.651681554673483, 5: 3.6306556697574552}","{0: 6.0170192138283705, 1: 6.828379042105559, 2: 4.840145328911728, 3: 5.698559570575819, 4: 6.722198895898769, 5: 2.719330078433115}","{0: 4.356830156629269, 1: 6.7140665262053085, 2: 5.013522805282385, 3: 5.9766462461434315, 4: 6.717131700884012, 5: 3.608362302632965}"
0.521978021978022,"{0: 9.972964485810833, 1: 13.758004924658673, 2: 11.271479550645056, 3: 11.618527407196112, 4: 14.870520717130448, 5: 10.530008198956635}","{0: 9.994982007320687, 1: 12.138789564635921, 2: 13.624170047489782, 3: 10.888382601859039, 4: 13.975149094001381, 5: 9.361772693134116}","{0: 11.230108753349771, 1: 14.439838627176108, 2: 15.701493252142253, 3: 10.842823867506038, 4: 13.062240851843061, 5: 9.245338793525567}","{0: 9.72967486505309, 1: 13.208079620897442, 2: 12.392165685253799, 3: 9.982523436137761, 4: 15.24993107615188, 5: 12.180099658621874}"
0.5247252747252747,"{0: 12.637763908117918, 1: 22.20421308171721, 2: 14.914883551812139, 3: 15.571948689695517, 4: 17.446460037732386, 5: 12.506758635400905}","{0: 12.749639061033765, 1: 16.79047683986979, 2: 16.399476772821217, 3: 14.122019089357586, 4: 17.76255214045506, 5: 12.648290484631127}","{0: 14.213361637779467, 1: 19.042695103078888, 2: 17.894630493680495, 3: 12.241882343410195, 4: 17.095111086925346, 5: 11.390110094614588}","{0: 10.621160957077452, 1: 19.10728907712389, 2: 15.002194909379075, 3: 11.493269907923652, 4: 19.095448606805103, 5: 12.117323761342202}"
0.5274725274725275,"{0: 21.53458401101007, 1: 39.75680860284762, 2: 25.506246405565633, 3: 20.460635554108716, 4: 24.423830258306356, 5: 16.05379374837526}","{0: 20.287836000973194, 1: 30.17309764421727, 2: 23.967250211694545, 3: 17.220472553384475, 4: 23.26356086662301, 5: 13.193480773067135}","{0: 20.821975344644752, 1: 32.361193489389805, 2: 25.714444265839504, 3: 13.220042398395188, 4: 22.211407272052362, 5: 12.083424281184104}","{0: 18.731920503904625, 1: 34.60125528803383, 2: 26.240625070321475, 3: 16.47505424963628, 4: 26.948436086583968, 5: 17.422538973507073}"
0.5302197802197802,"{0: 44.87515567265151, 1: 63.944000464927264, 2: 45.32638161706706, 3: 45.87096571791513, 4: 53.59123916219135, 5: 42.66705315812677}","{0: 43.472766024053975, 1: 45.58815531048297, 2: 36.527129024323486, 3: 37.839191578152565, 4: 49.9254206690707, 5: 21.88453612487117}","{0: 44.75289225758754, 1: 48.08074867484204, 2: 40.898335758269745, 3: 30.252892833719766, 4: 46.49580848361185, 5: 23.8013014952272}","{0: 39.44672594355617, 1: 68.19962146489947, 2: 48.18896990016917, 3: 32.82391696167355, 4: 52.482136018629596, 5: 53.60169343367634}"
0.532967032967033,"{0: 29.684322273114347, 1: 57.201401797879, 2: 29.771941425278403, 3: 43.09631750993401, 4: 48.2162930862811, 5: 42.917553159526015}","{0: 22.98939414942716, 1: 52.871433596145316, 2: 23.820474964521864, 3: 37.353007282880924, 4: 45.2809960062536, 5: 24.710477724331373}","{0: 27.86469111641785, 1: 52.39358363244269, 2: 28.589279118718657, 3: 30.899430703153556, 4: 46.123089110651875, 5: 27.76524506024965}","{0: 31.540440730531284, 1: 65.65099532616205, 2: 36.946037256808246, 3: 44.85307965652543, 4: 46.46282106857703, 5: 46.44229015588635}"
0.5357142857142857,"{0: 1.9058851770779701, 1: 7.072645097127619, 2: 1.2721242610373313, 3: 3.8507875450530635, 4: 4.73467133138797, 5: 5.162101670324179}","{0: 1.2748081082964728, 1: 7.207729951872275, 2: 1.8106642865957179, 3: 3.413277190740819, 4: 4.526330899779759, 5: 3.1429005408181423}","{0: 1.7655089676614497, 1: 7.137824006920495, 2: 2.400864536601513, 3: 1.672952164597245, 4: 4.838961643604622, 5: 3.3833755782842703}","{0: 1.892651484911556, 1: 8.910719813759147, 2: 3.581957933564892, 3: 2.1071075362082436, 4: 5.123273728290347, 5: 5.20973802790991}"
0.5384615384615384,"{0: 8.982899655354139, 1: 23.84434905937532, 2: 12.594299819818517, 3: 18.232641561078243, 4: 14.637790705243678, 5: 14.663093418373585}","{0: 8.233153383903783, 1: 24.306731206595806, 2: 10.02601360448118, 3: 16.79034119265101, 4: 12.855411757271193, 5: 11.76128739357428}","{0: 9.984347143232334, 1: 23.472624919862298, 2: 11.217006185963116, 3: 16.340781574832327, 4: 13.851363452255024, 5: 11.590137357876664}","{0: 8.401331795767579, 1: 25.74654141841259, 2: 16.54770039059784, 3: 18.599743355269126, 4: 14.480636139471736, 5: 15.645105660152858}"
0.5412087912087912,"{0: 9.94434279591742, 1: 33.43824695660942, 2: 12.92924980477671, 3: 23.031105170239638, 4: 22.199358201639328, 5: 7.179510181802123}","{0: 8.842048974942673, 1: 31.776323386689043, 2: 12.33367702113842, 3: 21.666272626940273, 4: 22.219620652220136, 5: 8.214067010124003}","{0: 10.169104164562253, 1: 30.397217516086577, 2: 14.856947672660747, 3: 16.060504883380457, 4: 21.553987086741085, 5: 5.635400627246065}","{0: 8.857307224677777, 1: 34.72887042956949, 2: 20.99443756453363, 3: 19.796098102429816, 4: 22.28499186919513, 5: 9.84540800613934}"
0.5439560439560439,"{0: 50.39057886655188, 1: 77.68785967906445, 2: 54.863008116228904, 3: 65.98411425893555, 4: 78.20887410908813, 5: 58.311543519257036}","{0: 48.69698860592409, 1: 76.32448656385155, 2: 43.01390019160001, 3: 55.993628116948784, 4: 74.31180856560074, 5: 39.55390786212045}","{0: 54.20418030885502, 1: 85.94552433125247, 2: 49.74078479725152, 3: 60.077609673872615, 4: 71.57588980400334, 5: 45.44885647704744}","{0: 39.62837638572351, 1: 63.66799525594625, 2: 41.90681611964364, 3: 36.70168337131823, 4: 58.47692674212283, 5: 60.67426227841517}"
0.5467032967032966,"{0: 53.57533682976309, 1: 104.677210303869, 2: 78.6802190793563, 3: 89.10176573957915, 4: 78.10604583221404, 5: 63.07749812531944}","{0: 54.50820464021536, 1: 107.78503445219661, 2: 69.59435438913812, 3: 87.91144408224498, 4: 75.37877721272443, 5: 70.57694288278972}","{0: 62.047114589784385, 1: 112.33544408508271, 2: 72.9283636778498, 3: 82.88528016585585, 4: 78.51093105731474, 5: 60.05126338867017}","{0: 43.33744030286865, 1: 106.36544948242995, 2: 70.86680008689882, 3: 93.00239360750673, 4: 80.31407487663519, 5: 48.827139863245314}"
0.5494505494505495,"{0: 15.82453091560732, 1: 27.009916273774717, 2: 9.840171954031545, 3: 14.79141000080719, 4: 15.156014409441811, 5: 9.409989377499889}","{0: 12.10889580578447, 1: 29.58137018326941, 2: 9.555269657809317, 3: 14.524738526876712, 4: 14.705445523583501, 5: 13.785166315758227}","{0: 12.567265784687757, 1: 27.888817622935356, 2: 10.015491922342207, 3: 11.737733259579773, 4: 13.60351851489468, 5: 10.134040095002552}","{0: 13.53755580883327, 1: 27.06191054082062, 2: 7.745885176921029, 3: 15.73544752883026, 4: 13.822000946108494, 5: 11.571347814728188}"
0.5521978021978022,"{0: 34.22487680041043, 1: 63.29031978720561, 2: 44.54946047468976, 3: 45.501007797314735, 4: 57.30624233317667, 5: 39.826346901618486}","{0: 35.57576275037389, 1: 55.031525077057644, 2: 35.959221767116766, 3: 36.67745745963089, 4: 54.29238348682548, 5: 17.24170817311866}","{0: 37.1626308443684, 1: 55.22029030232301, 2: 40.754670655564354, 3: 30.053965628361514, 4: 51.855676647335585, 5: 21.37986958467174}","{0: 32.47458360724873, 1: 49.76089351531283, 2: 53.14250806670749, 3: 46.1824186755308, 4: 57.38705891966273, 5: 42.147464432872766}"
0.554945054945055,"{0: 74.44099452801859, 1: 101.9435328863797, 2: 63.28189347616481, 3: 90.48735301979603, 4: 117.92736875562483, 5: 84.64910500188316}","{0: 77.75697903352338, 1: 104.97830843929563, 2: 48.62932908961403, 3: 88.2514170470548, 4: 119.52703449000875, 5: 75.667981994224}","{0: 82.29509332807774, 1: 111.39882354533908, 2: 56.957049760754394, 3: 81.34243106968512, 4: 111.37455302328259, 5: 71.47745853372261}","{0: 68.95057074328903, 1: 91.29620480145459, 2: 67.46960677170122, 3: 57.3854856492252, 4: 123.19270724700637, 5: 78.02158653087854}"
0.5576923076923077,"{0: 75.04656813101155, 1: 162.910196011875, 2: 125.4761799247664, 3: 120.78138824014273, 4: 130.2205782393058, 5: 127.20363697879655}","{0: 80.66169021478109, 1: 150.64234363510735, 2: 64.82384968867675, 3: 107.08799498551134, 4: 124.11127695895225, 5: 76.0953743396801}","{0: 75.22658448051972, 1: 151.2692592699677, 2: 73.16500595949545, 3: 79.35491748763717, 4: 118.52208054644885, 5: 74.76936773220362}","{0: 90.34940165502583, 1: 140.48639787062464, 2: 62.0341663231809, 3: 40.17879891263531, 4: 91.03785906182043, 5: 126.56689231595435}"
0.5604395604395604,"{0: 149.35810222135498, 1: 280.63340555124825, 2: 183.76727394744765, 3: 227.6350041110063, 4: 221.4328218627442, 5: 239.4162643795699}","{0: 146.86411290344552, 1: 227.67086225590793, 2: 123.66274973195797, 3: 208.42746245485796, 4: 211.7023290608488, 5: 136.13587395943662}","{0: 150.7514778724538, 1: 218.11485962277044, 2: 138.23830273968065, 3: 159.24322346360975, 4: 196.85078468188604, 5: 153.45705947786868}","{0: 155.08851195449145, 1: 256.67764815518524, 2: 193.63144857581656, 3: 187.14302773071196, 4: 156.75780218207063, 5: 264.6851132465277}"
0.5631868131868132,"{0: 29.462342090157094, 1: 96.30849387922967, 2: 10.392088201340874, 3: 23.5158517840638, 4: 24.53240425805118, 5: 20.76291129626926}","{0: 8.988247769451874, 1: 102.50260640664378, 2: 12.768227959295961, 3: 23.97970906647688, 4: 24.45097581352199, 5: 7.961776644936201}","{0: 15.608880120447223, 1: 99.74061338349861, 2: 14.46312673906479, 3: 12.28273504172587, 4: 23.531004824756796, 5: 9.573378615699417}","{0: 10.16392558691836, 1: 96.23678207478272, 2: 15.360742842604681, 3: 18.76240982582245, 4: 22.87305278437881, 5: 66.51329015131682}"
0.5659340659340659,"{0: 28.757622943554384, 1: 46.01400856480439, 2: 17.562417735754735, 3: 14.624092882332201, 4: 16.26414736889855, 5: 15.823760916542245}","{0: 23.281930232728325, 1: 55.33326104252607, 2: 21.70193787264938, 3: 15.731545195899189, 4: 15.323298481296051, 5: 26.465952560307688}","{0: 25.923985985666352, 1: 52.18972709678703, 2: 22.18881440260074, 3: 12.690839014546569, 4: 14.200661067772014, 5: 18.152005316916313}","{0: 30.638521448484212, 1: 52.10093229459453, 2: 15.72064839188098, 3: 15.245320324961863, 4: 15.282591003441356, 5: 31.78932452100741}"
0.5686813186813187,"{0: 23.17534175308274, 1: 74.1234778957421, 2: 27.614651057176307, 3: 34.937669865565965, 4: 32.08112632688494, 5: 22.53498053557816}","{0: 15.153031924895537, 1: 74.14035917865029, 2: 25.119155497793262, 3: 34.421779816082854, 4: 32.025163211422715, 5: 18.6631963208142}","{0: 18.62573769287255, 1: 73.4778114334865, 2: 25.947039957347197, 3: 28.266095251250213, 4: 29.270660866671435, 5: 18.515679158115567}","{0: 16.668892002371177, 1: 71.52747571018904, 2: 27.913082852180334, 3: 23.18719035785518, 4: 20.761705833169597, 5: 32.09421684419806}"
0.5714285714285714,"{0: 32.63113646890358, 1: 72.13884718871807, 2: 29.117920639363998, 3: 25.91749470193064, 4: 38.657691885439796, 5: 23.076065455504427}","{0: 38.89435570132941, 1: 84.3932042676439, 2: 25.07955503239255, 3: 27.93154584059161, 4: 36.64019575739933, 5: 30.048863009224053}","{0: 35.05867960587812, 1: 80.32710787813606, 2: 25.70915399555261, 3: 29.277552605529717, 4: 31.96734362827473, 5: 18.02787856237692}","{0: 31.283147269344965, 1: 85.77357603625488, 2: 23.285950319525078, 3: 18.54590257538802, 4: 21.49221456109977, 5: 41.53088749910982}"
0.5741758241758241,"{0: 65.49638510943576, 1: 82.32528618414442, 2: 46.91095279697669, 3: 47.19559455773473, 4: 66.58577095273819, 5: 47.89270431863573}","{0: 61.90531333750561, 1: 88.21444936574099, 2: 42.30024332068325, 3: 42.0947592785086, 4: 63.90173222293084, 5: 54.82652685515841}","{0: 64.73247697516015, 1: 89.86277193480451, 2: 44.39288634693944, 3: 48.43067009411422, 4: 56.67376315356265, 5: 42.687986874541615}","{0: 66.5211300676831, 1: 83.08066703632626, 2: 57.67501087583273, 3: 58.391955115881785, 4: 68.01471241096613, 5: 56.45262587543104}"
0.5769230769230769,"{0: 46.22342292797108, 1: 79.51123029706325, 2: 42.929376432900625, 3: 39.82926686277788, 4: 41.2610375126963, 5: 47.94025505784023}","{0: 27.107544352190544, 1: 64.35677003199564, 2: 41.101813029721434, 3: 36.12568095207834, 4: 41.556966287042236, 5: 39.23310636438286}","{0: 30.637333831390485, 1: 65.64803127016087, 2: 40.61634200368116, 3: 28.347314395588175, 4: 38.262403290893836, 5: 44.760361393016105}","{0: 42.08859988110774, 1: 68.6248508834168, 2: 24.465045293512514, 3: 37.56574149346181, 4: 42.12307112112122, 5: 45.80904028192173}"
0.5796703296703297,"{0: 14.59459934105701, 1: 33.21015180960222, 2: 25.644155178614756, 3: 21.097279627619777, 4: 23.515006768958745, 5: 15.774861551953371}","{0: 14.818424643045448, 1: 33.70248808013804, 2: 26.165200755617608, 3: 20.002652240342144, 4: 22.300714193326574, 5: 18.89311163634256}","{0: 14.977255158252962, 1: 34.59104480157105, 2: 24.317555848928777, 3: 17.174618243544145, 4: 19.78976928638635, 5: 13.26721941776363}","{0: 13.973260165385827, 1: 27.441457939576352, 2: 30.31146628606187, 3: 19.699050541797423, 4: 20.555059616331814, 5: 19.565715933763112}"
0.5824175824175825,"{0: 45.660328296619774, 1: 43.414951772167754, 2: 56.265323749134815, 3: 34.071080029518406, 4: 38.96068535867385, 5: 36.79001531365207}","{0: 50.049887529235235, 1: 40.95198018444636, 2: 59.58971301403932, 3: 31.706070589261888, 4: 50.69028709147341, 5: 47.79458786640513}","{0: 51.51969670722218, 1: 53.20032722862203, 2: 59.4847689855879, 3: 44.550924215984416, 4: 48.99279854626953, 5: 44.51118848356144}","{0: 41.40866478741719, 1: 54.47140175964845, 2: 54.10684495542002, 3: 51.49996135901947, 4: 41.47107075860848, 5: 44.54207395833892}"
0.5851648351648352,"{0: 11.061401186884188, 1: 25.945675350527235, 2: 7.5046099605309085, 3: 18.408112070576532, 4: 16.344095514452135, 5: 10.560047634304762}","{0: 8.12066303020037, 1: 26.816417881414967, 2: 7.850888656215817, 3: 18.015385909168764, 4: 17.789646082588902, 5: 15.498684579056077}","{0: 8.148942032692226, 1: 26.915157314573953, 2: 9.422615627681202, 3: 13.590186104025113, 4: 16.053595101005456, 5: 13.12664186745733}","{0: 11.5062689448983, 1: 25.70277570861445, 2: 6.683517342425465, 3: 17.712637026406995, 4: 17.820140889889334, 5: 10.421587262294647}"
0.5879120879120879,"{0: 4.608166626569949, 1: 6.557091540415474, 2: 3.4571056950452435, 3: 4.9097047872199155, 4: 4.294665103568245, 5: 5.001946729624212}","{0: 3.8101862623129623, 1: 6.5066938157388865, 2: 3.990722778283591, 3: 4.9219175294093915, 4: 4.289368108800793, 5: 3.83654360741442}","{0: 4.021564090953303, 1: 6.357112594750478, 2: 4.354758690388258, 3: 3.764855974754102, 4: 4.122348978675526, 5: 4.056849963061808}","{0: 4.68241981513503, 1: 5.604610076292867, 2: 3.304739479039689, 3: 4.280702836294769, 4: 5.030970176404071, 5: 3.951087263592179}"
0.5906593406593407,"{0: 13.233798012979058, 1: 27.280209958503328, 2: 4.748962763476547, 3: 13.061088701633023, 4: 14.15107476303512, 5: 13.92636420675155}","{0: 9.498497591147782, 1: 30.557626300074396, 2: 9.153457058302003, 3: 12.283887891956105, 4: 13.528768893316018, 5: 15.094594327759115}","{0: 10.701641497335642, 1: 29.34086005149821, 2: 8.356170038233032, 3: 11.37304834496011, 4: 12.717705547656585, 5: 11.662028552607639}","{0: 12.19713951359171, 1: 28.245266130361024, 2: 4.830765227466062, 3: 13.73162782399142, 4: 14.204191438298773, 5: 14.342855335310304}"
0.5934065934065934,"{0: 13.17621848537383, 1: 33.92763227096096, 2: 17.441065361765016, 3: 18.187133282062604, 4: 17.3183169073722, 5: 19.834267849586617}","{0: 13.709673172388415, 1: 35.267590850713916, 2: 13.7817944162848, 3: 16.168997461297696, 4: 15.81584865604154, 5: 12.530613421923068}","{0: 13.390957928837825, 1: 34.99012477040218, 2: 15.775392021622547, 3: 13.991061137238159, 4: 16.100019147919667, 5: 13.433106808328013}","{0: 17.352010241140047, 1: 34.88937279673135, 2: 34.80188778867324, 3: 17.24758198119243, 4: 16.00573810376684, 5: 28.522733778819156}"
0.5961538461538461,"{0: 5.2524076861443065, 1: 12.656465040484894, 2: 4.763548815187748, 3: 3.0385866779422552, 4: 3.4653264128107106, 5: 7.766834602354733}","{0: 7.484342262568642, 1: 14.646988973298665, 2: 3.3926788381858013, 3: 2.6712112171647036, 4: 3.008720181235279, 5: 3.5698694699691074}","{0: 6.422822451726678, 1: 14.497477399775757, 2: 3.9022007940677104, 3: 2.289465263938392, 4: 3.552019735982222, 5: 4.739316564296768}","{0: 9.151631941272775, 1: 12.526919320633118, 2: 14.51711040773209, 3: 3.0108188787315693, 4: 3.4510058216876973, 5: 13.45308261760164}"
0.5989010989010989,"{0: 14.666266792597481, 1: 52.33113010190064, 2: 21.4773162452093, 3: 26.944900765521492, 4: 28.31273904928817, 5: 29.129782631826274}","{0: 18.33363987647014, 1: 61.25546328764053, 2: 16.089341160880277, 3: 24.08998408168828, 4: 25.01669108536838, 5: 30.55926988750889}","{0: 16.17043771908367, 1: 57.8708262801524, 2: 16.303356072092246, 3: 21.456894638304526, 4: 21.01179465183571, 5: 23.951270497271086}","{0: 15.592703904832314, 1: 61.43955371369346, 2: 20.894356529264417, 3: 26.26712985711544, 4: 24.132621469808598, 5: 27.12903853669971}"
0.6016483516483516,"{0: 47.263295534626835, 1: 91.81087904627016, 2: 45.73364558091437, 3: 61.87950861273977, 4: 71.24828579350982, 5: 68.65380921672477}","{0: 42.26394495087176, 1: 68.68311178813444, 2: 31.82039378728303, 3: 51.35382250950403, 4: 66.80238438270754, 5: 33.31095530620257}","{0: 47.05223142285814, 1: 67.70499720635392, 2: 38.028953252651945, 3: 39.331754380549036, 4: 68.59914173316167, 5: 41.54421734098926}","{0: 40.666253771955645, 1: 51.23366971586492, 2: 23.948473568209838, 3: 23.402031951430914, 4: 69.36844446365136, 5: 62.427493659004405}"
0.6043956043956044,"{0: 10.068877138537454, 1: 22.085189502123747, 2: 13.837087704935156, 3: 6.250342447777488, 4: 5.22555131511089, 5: 8.8379026534921}","{0: 7.853197201009548, 1: 22.071256495328996, 2: 15.15357856318191, 3: 6.055752033357521, 4: 7.294915735853112, 5: 8.885699383758649}","{0: 7.3989628437507005, 1: 22.275628898952647, 2: 12.926898944787956, 3: 5.725491571794748, 4: 7.659428751236742, 5: 8.759716985238894}","{0: 9.8476514616401, 1: 24.03331611086053, 2: 15.127603711851997, 3: 9.45121222923451, 4: 9.298438512486252, 5: 9.962884553514082}"
0.6071428571428571,"{0: 30.689835766201075, 1: 64.01158744749273, 2: 9.170323588779013, 3: 17.24335957195643, 4: 26.35895502303559, 5: 15.208342853310468}","{0: 15.3287029034845, 1: 69.34215850297382, 2: 18.77724180548918, 3: 18.077176310164482, 4: 25.0666588455075, 5: 16.83334185804084}","{0: 21.613037823482, 1: 66.68792725565362, 2: 22.753147824264573, 3: 13.52455369793783, 4: 24.177498118219013, 5: 12.021693722789484}","{0: 18.557849929298065, 1: 58.29579504614315, 2: 11.24014712336532, 3: 19.663831818468832, 4: 29.10305824261189, 5: 21.31707568070116}"
0.6098901098901099,"{0: 62.8420102897607, 1: 125.6241581467777, 2: 59.99619773772047, 3: 89.17395303820763, 4: 105.2522719255645, 5: 83.31920829568783}","{0: 67.50261659062605, 1: 124.63749085718528, 2: 59.811153258617956, 3: 81.65163650734314, 4: 99.40590790260046, 5: 68.9866048659732}","{0: 69.60191126927067, 1: 131.61932672553135, 2: 70.79541644754877, 3: 85.469915864205, 4: 99.12175540587322, 5: 66.11158882783222}","{0: 62.064601804806124, 1: 127.55850947984918, 2: 87.8020490952788, 3: 90.61673962849015, 4: 72.94057794821997, 5: 66.62293776701985}"
0.6126373626373627,"{0: 40.8085279857734, 1: 63.80655083322549, 2: 48.166814737159314, 3: 32.6085108658272, 4: 40.5591935618295, 5: 49.69120474047299}","{0: 46.112481763358346, 1: 70.3914050653619, 2: 29.275607336051642, 3: 27.100496332475494, 4: 33.38369165370978, 5: 41.358848948851445}","{0: 42.865751894117224, 1: 71.29229939124609, 2: 31.85805620577517, 3: 29.77737930453895, 4: 30.95079883137969, 5: 41.991616976879975}","{0: 47.25795050333749, 1: 72.26830853138489, 2: 58.99534805697249, 3: 27.043057597036047, 4: 19.685097998039925, 5: 38.4724394808499}"
0.6153846153846154,"{0: 8.148376842922858, 1: 23.840739937688248, 2: 10.021169683981249, 3: 9.50486893977718, 4: 10.07012311392566, 5: 14.203429079183868}","{0: 7.983050677440786, 1: 25.03013419539352, 2: 9.158126841520616, 3: 8.555199119068236, 4: 8.839032299099097, 5: 8.935304580495282}","{0: 6.499756581614299, 1: 23.868077127884522, 2: 8.900403389058674, 3: 6.9892098474617015, 4: 8.670264288840993, 5: 9.803374876769169}","{0: 9.809523696137544, 1: 23.603638815064016, 2: 12.563640855460193, 3: 8.566649178151923, 4: 9.77488565557915, 5: 17.527220417445186}"
0.6181318681318682,"{0: 3.478206195930489, 1: 12.16345680212252, 2: 6.3757854121816315, 3: 5.75865905163513, 4: 5.615653587314018, 5: 8.421161051093458}","{0: 5.481840540337489, 1: 13.969431987408797, 2: 4.447387647380334, 3: 4.518957136411928, 4: 5.526767748468056, 5: 6.411409035586756}","{0: 4.979184659724482, 1: 13.016788254403762, 2: 5.6200765607820475, 3: 4.425119305241295, 4: 6.854395446043492, 5: 5.260767485816675}","{0: 5.455891087681668, 1: 12.697847551571105, 2: 12.168088624564305, 3: 7.293671645097345, 4: 5.903008258929577, 5: 12.70327223121108}"
0.6208791208791209,"{0: 18.294380469829097, 1: 36.94728237818248, 2: 23.590501171258005, 3: 24.194901147604796, 4: 26.698347530402366, 5: 30.003503307851677}","{0: 26.879302512085903, 1: 41.64625729973315, 2: 16.592689579544096, 3: 21.058325922842418, 4: 24.047712182628143, 5: 21.999324583536495}","{0: 21.68278489691541, 1: 41.16301645995817, 2: 20.76339115102115, 3: 18.080494323611457, 4: 25.026236334984834, 5: 18.795666125496574}","{0: 20.16075577198912, 1: 50.32541571940217, 2: 22.41123045523243, 3: 24.963694020107912, 4: 31.434623565204948, 5: 50.22610625227294}"
0.6236263736263736,"{0: 40.68548485780878, 1: 109.19085474721672, 2: 47.05616737557509, 3: 74.29516998362283, 4: 84.04010618099691, 5: 70.88776602236044}","{0: 43.90632018521471, 1: 88.3986499952135, 2: 34.23314153824863, 3: 66.77271523362778, 4: 80.54643720845736, 5: 25.51027833862477}","{0: 45.258059444951016, 1: 85.75539857494812, 2: 44.45948410957483, 3: 44.67026409844495, 4: 77.16651637298251, 5: 32.61694092798807}","{0: 51.72631755427614, 1: 79.38210716235105, 2: 65.26312045078633, 3: 28.459417455161482, 4: 86.04743786655929, 5: 73.4194272056624}"
0.6263736263736264,"{0: 38.66932746448204, 1: 83.12081670662221, 2: 37.661082803955054, 3: 59.56618665943284, 4: 61.086718277747885, 5: 57.98217553597399}","{0: 37.26102850382142, 1: 75.66811090817315, 2: 29.62511608177118, 3: 54.22096646775015, 4: 58.962415706259804, 5: 32.57239757315627}","{0: 41.72308709246859, 1: 74.58445833902408, 2: 36.18057610810974, 3: 38.43233351979727, 4: 57.97034172653346, 5: 33.52238251069114}","{0: 33.98521889944453, 1: 64.46629691905062, 2: 54.11662383863631, 3: 23.52604982585308, 4: 63.8005066699809, 5: 45.51303707730102}"
0.6291208791208791,"{0: 4.19126224352136, 1: 9.807070997284926, 2: 3.6430026532896305, 3: 3.327452022163186, 4: 2.9455674825516205, 5: 6.368442085911885}","{0: 4.754330996589136, 1: 9.798457944542848, 2: 2.844119858416852, 3: 3.0639407545032475, 4: 2.888249360268314, 5: 2.9935209604721904}","{0: 4.357967770711322, 1: 9.698109420608887, 2: 3.0425353989449158, 3: 2.3478367074143027, 4: 3.5725727749910123, 5: 4.00333540321688}","{0: 6.5333485535093665, 1: 9.894729623473445, 2: 9.323861842970194, 3: 2.8393535615995553, 4: 2.96092791351309, 5: 9.860927113077416}"
0.6318681318681318,"{0: 22.634149333450424, 1: 57.56786843288727, 2: 21.800326262083153, 3: 27.156980368781944, 4: 37.03624877996237, 5: 41.544605318390545}","{0: 19.450834811344496, 1: 52.511900444960396, 2: 23.748091788811223, 3: 24.24177678597473, 4: 30.842774185754045, 5: 32.018811902258925}","{0: 21.480156110402195, 1: 53.509364755344954, 2: 27.363977577353175, 3: 22.44355121536529, 4: 32.524788139076406, 5: 32.571950406301674}","{0: 22.84872487757262, 1: 57.06594135857073, 2: 23.809677775097057, 3: 25.888478338326102, 4: 38.636105250004334, 5: 48.70077454638107}"
