,K,I,KNN,GP
0.489010989010989,"{0: 17.52365424430643, 1: 27.16363584080973, 2: 19.71422820335869, 3: 23.124677938808333, 4: 12.420824706694255, 5: 37.26978375891411}","{0: 24.98651986218518, 1: 29.812761208886382, 2: 10.676527046944264, 3: 15.937588858751752, 4: 15.671947498430006, 5: 33.204346289380226}","{0: 31.4523348910125, 1: 39.05698237959679, 2: 8.236230152062188, 3: 21.3440868474245, 4: 16.679626971363493, 5: 34.34036184191012}","{0: 23.9254155691922, 1: 25.90678345101676, 2: 16.88993795268772, 3: 16.150117305349188, 4: 12.049510760881295, 5: 27.94735413725374}"
0.4917582417582417,"{0: 11.167735437197846, 1: 18.81905386748842, 2: 9.31091144623089, 3: 8.837912442244006, 4: 10.395572046588107, 5: 11.44000168557435}","{0: 8.887084942582407, 1: 14.702840610469517, 2: 6.566176164780425, 3: 6.706099255605946, 4: 9.912518228928812, 5: 7.994626725640906}","{0: 9.67879484206088, 1: 15.990911418852109, 2: 11.591327449567554, 3: 6.6541570084779, 4: 14.998284716445628, 5: 11.8563980185407}","{0: 10.51867781017477, 1: 14.28867753187402, 2: 9.679330810643071, 3: 7.312261775975512, 4: 10.23682447517954, 5: 11.62748304765748}"
0.4945054945054945,"{0: 11.427164605001058, 1: 10.71406609571387, 2: 7.749913904259223, 3: 4.663528199033085, 4: 8.230323605747357, 5: 10.785813692374902}","{0: 9.890944438313863, 1: 8.962237533544762, 2: 6.835993334834508, 3: 5.291336170081021, 4: 8.602866660236971, 5: 11.4212773188841}","{0: 14.171947642278472, 1: 10.23618360437759, 2: 6.2945700203423485, 3: 6.00606571123979, 4: 10.058357522127713, 5: 12.195995938429803}","{0: 11.567234065781333, 1: 10.321781720070087, 2: 8.797493079079056, 3: 3.957680025427424, 4: 8.745713853470162, 5: 9.141208834734307}"
0.4972527472527473,"{0: 17.9262016066821, 1: 18.98472763848176, 2: 14.52792939122556, 3: 19.781343938958507, 4: 24.63255657950978, 5: 11.585469074806552}","{0: 18.323388747458385, 1: 19.687120552394376, 2: 9.39920441626954, 3: 18.623067006669917, 4: 24.463191737289254, 5: 11.924254004266196}","{0: 20.276493284409067, 1: 20.420075746132465, 2: 11.662583192262117, 3: 20.364042799596266, 4: 22.961889168014956, 5: 13.374123162524892}","{0: 17.96254815762553, 1: 16.017890131145858, 2: 15.236531254696823, 3: 11.16400484612233, 4: 18.721671838063862, 5: 11.710039557651092}"
0.5,"{0: 24.962489149520174, 1: 39.01684009564448, 2: 34.12951397797154, 3: 40.35525618326452, 4: 48.903593004080705, 5: 45.92937323178023}","{0: 25.154131187035954, 1: 39.14642127267636, 2: 19.7219655947274, 3: 35.94796763477947, 4: 48.02756634544434, 5: 22.91281273551364}","{0: 34.03631897525113, 1: 40.380413020856494, 2: 29.564926392910685, 3: 35.55665317996626, 4: 53.76006656836028, 5: 28.674534870422306}","{0: 20.245425920458633, 1: 24.705315739202494, 2: 33.18940340686425, 3: 30.569261666652448, 4: 46.97857131246906, 5: 35.321879750538336}"
0.5027472527472527,"{0: 27.829314420518816, 1: 37.41151631580349, 2: 28.701692395188147, 3: 26.589280540133327, 4: 38.65873773777881, 5: 23.123929794742608}","{0: 31.10185825565468, 1: 41.754884843403744, 2: 26.66382750894921, 3: 32.275678168763136, 4: 41.11029434840365, 5: 22.683046898200647}","{0: 39.38849071665551, 1: 48.053383973845804, 2: 33.745768928046076, 3: 34.75215835413567, 4: 45.65931506760606, 5: 30.59749133446932}","{0: 17.754058033045364, 1: 34.31736358305002, 2: 27.651590872886164, 3: 23.26506060046664, 4: 36.52358101141787, 5: 30.110686314463447}"
0.5054945054945055,"{0: 34.51851227160768, 1: 53.43491616067547, 2: 27.90181980685797, 3: 32.82733963569857, 4: 30.37337613696216, 5: 36.882907535581616}","{0: 31.640719349832967, 1: 47.84897690979998, 2: 17.47323735417897, 3: 30.323044403349883, 4: 26.837881975305645, 5: 24.661218637562147}","{0: 36.42859540525964, 1: 51.01764157511852, 2: 29.237733986067912, 3: 34.38858856494889, 4: 33.80095654593449, 5: 32.52955995439573}","{0: 25.871464387787686, 1: 51.97141440199314, 2: 29.787807369135464, 3: 33.16765117839528, 4: 31.265899751327833, 5: 38.05320639264903}"
0.5082417582417582,"{0: 2.0885042718598026, 1: 2.6862453262800634, 2: 2.1812274250409502, 3: 2.1002030427604566, 4: 1.9965508196269284, 5: 1.9171167865702046}","{0: 1.4723711123479335, 1: 2.920398465765976, 2: 1.657386114784088, 3: 2.313091338192606, 4: 1.4980034625607495, 5: 1.944359387848019}","{0: 2.450572378419182, 1: 3.248703723583837, 2: 2.0895708422348354, 3: 2.504049220771953, 4: 2.8608067024996946, 5: 2.036896829061204}","{0: 1.936580083149772, 1: 2.674353538009907, 2: 2.775718448990338, 3: 3.341796925998999, 4: 1.5464604630914234, 5: 1.57592489626689}"
0.510989010989011,"{0: 9.521729234983583, 1: 16.54344702795254, 2: 9.502395481521402, 3: 16.035107977771194, 4: 12.832999487491813, 5: 12.922912527582438}","{0: 11.546142424475228, 1: 17.491356822250083, 2: 10.245317205555757, 3: 14.932077676582898, 4: 12.92837109523279, 5: 12.370114324266131}","{0: 12.885678808572454, 1: 19.18000032075309, 2: 14.355267476889408, 3: 17.444472942423737, 4: 14.625850430351017, 5: 15.502578056761326}","{0: 7.679488121205641, 1: 17.692071803827492, 2: 11.365616318455695, 3: 15.469852503334131, 4: 14.347818797016837, 5: 13.954940554862842}"
0.5137362637362637,"{0: 21.078468572849086, 1: 26.53680399194484, 2: 28.822761005328278, 3: 21.52793819386787, 4: 26.66699648014523, 5: 27.31892371274437}","{0: 18.019307063305188, 1: 24.96855123953426, 2: 29.294424348679076, 3: 18.138343317371895, 4: 25.28886730195499, 5: 22.409879064856906}","{0: 27.631617576848708, 1: 41.056338986955176, 2: 39.409225923805586, 3: 27.146263811712114, 4: 32.942197426593694, 5: 30.99562164324406}","{0: 22.894253387341422, 1: 32.890400557100484, 2: 29.70888660179756, 3: 23.817719713567822, 4: 29.536988913960922, 5: 30.471353097974887}"
0.5164835164835165,"{0: 32.08059223659021, 1: 43.04084562101904, 2: 40.985534681184326, 3: 35.85912510375454, 4: 43.46687086121457, 5: 33.06558347698235}","{0: 31.520345528192866, 1: 46.478988475867915, 2: 30.978791047855577, 3: 37.50126784265425, 4: 41.422378000869756, 5: 23.091515682884637}","{0: 37.72179550215834, 1: 54.88348578310506, 2: 38.196806653334534, 3: 39.52696176661489, 4: 52.9209200260628, 5: 27.331118398923127}","{0: 24.354693659114982, 1: 60.96246111978874, 2: 51.70205321016141, 3: 31.56293560059106, 4: 30.704089357657598, 5: 27.875241925336017}"
0.5192307692307693,"{0: 4.999449621251643, 1: 6.997451218108118, 2: 3.77592824636433, 3: 5.4928027972550835, 4: 5.895925296543666, 5: 2.4322822897259386}","{0: 4.6793702153516055, 1: 5.912457281284897, 2: 3.3311280140023283, 3: 5.082730795754072, 4: 5.473352735673445, 5: 3.4841800017573625}","{0: 6.0170192138283705, 1: 6.828379042105559, 2: 4.840145328911728, 3: 5.698559570575819, 4: 6.722198895898769, 5: 2.719330078433115}","{0: 4.1642454277370105, 1: 6.210864387446537, 2: 4.504870462416304, 3: 4.736735976415178, 4: 5.633063963635981, 5: 2.8033112718910815}"
0.521978021978022,"{0: 8.859952644428075, 1: 13.499620070726003, 2: 10.48305735638611, 3: 8.831060821905853, 4: 12.23548283345581, 5: 9.211744268967198}","{0: 8.526759760293567, 1: 10.287898328413426, 2: 11.709841701392802, 3: 8.345538827985843, 4: 11.632007847396887, 5: 7.6149028888945685}","{0: 11.230108753349771, 1: 14.439838627176108, 2: 15.701493252142253, 3: 10.842823867506038, 4: 13.062240851843061, 5: 9.245338793525567}","{0: 8.805585315888031, 1: 12.095001737778793, 2: 11.485478888254457, 3: 8.112999797775279, 4: 12.563518136114064, 5: 7.048000383834712}"
0.5247252747252747,"{0: 10.855920853260494, 1: 18.659277786570986, 2: 11.351288571433344, 3: 13.11720823978653, 4: 14.503916711769678, 5: 9.548868541091041}","{0: 10.82567221792632, 1: 13.711417327850063, 2: 12.432074955468899, 3: 11.947031030112058, 4: 15.306433499537244, 5: 12.032405571463428}","{0: 14.213361637779467, 1: 19.042695103078888, 2: 17.894630493680495, 3: 12.241882343410195, 4: 17.095111086925346, 5: 11.390110094614588}","{0: 8.419366788243162, 1: 14.090062222563672, 2: 11.546666303383091, 3: 9.267486294004259, 4: 16.03667799218996, 5: 10.445705302041405}"
0.5274725274725275,"{0: 19.574134720592255, 1: 31.240706206255254, 2: 20.650607522444194, 3: 14.819759104535256, 4: 21.048431600395272, 5: 12.890206299995961}","{0: 15.753395859691182, 1: 24.981754350352677, 2: 20.59807799645307, 3: 13.473375956731763, 4: 19.97124323425952, 5: 12.401194716657228}","{0: 20.821975344644752, 1: 32.361193489389805, 2: 25.714444265839504, 3: 13.220042398395188, 4: 22.211407272052362, 5: 12.083424281184104}","{0: 18.024261201010567, 1: 26.385593726081552, 2: 20.725773232363835, 3: 13.168841763417882, 4: 22.203243533133758, 5: 10.357807705908082}"
0.5302197802197802,"{0: 41.24211027423875, 1: 52.877091852520984, 2: 37.26697491767385, 3: 31.650997287766074, 4: 44.883956434073475, 5: 36.94841518269421}","{0: 34.31872317157677, 1: 40.973304789396046, 2: 30.78420072153952, 3: 28.520292076682, 4: 43.09310140994603, 5: 18.287059439834625}","{0: 44.75289225758754, 1: 48.08074867484204, 2: 40.898335758269745, 3: 30.252892833719766, 4: 46.49580848361185, 5: 23.8013014952272}","{0: 36.454404840582555, 1: 55.012242821118065, 2: 39.09796861805052, 3: 25.42318980695518, 4: 44.651023862448234, 5: 41.66574692243887}"
0.532967032967033,"{0: 25.982471162561904, 1: 52.43205049740169, 2: 25.161294966695635, 3: 29.74960160175598, 4: 36.39030702013843, 5: 36.56682414734471}","{0: 20.882724066687206, 1: 45.85478620178565, 2: 21.432356677761945, 3: 26.30116298650474, 4: 33.7684139439848, 5: 19.83061915391768}","{0: 27.86469111641785, 1: 52.39358363244269, 2: 28.589279118718657, 3: 30.899430703153556, 4: 46.123089110651875, 5: 27.76524506024965}","{0: 29.65206173585699, 1: 60.6982872796432, 2: 28.884011036892193, 3: 32.08029097141664, 4: 36.28733599353003, 5: 35.68830925674205}"
0.5357142857142857,"{0: 1.6935695730220457, 1: 4.9131917274406085, 2: 1.0476873995463045, 3: 2.916618850374921, 4: 3.018846976151419, 5: 4.390871068336669}","{0: 1.0074138948599047, 1: 4.631296208359739, 2: 1.5196671933028005, 3: 2.28791540293688, 4: 2.98077927219855, 5: 2.8114810089754543}","{0: 1.7655089676614497, 1: 7.137824006920495, 2: 2.400864536601513, 3: 1.672952164597245, 4: 4.838961643604622, 5: 3.3833755782842703}","{0: 1.7627557289802926, 1: 7.057054816531704, 2: 3.1235447922380053, 3: 1.8040574551264774, 4: 3.5953857956864077, 5: 4.4615700570697525}"
0.5384615384615384,"{0: 7.758758204863926, 1: 21.034954147576588, 2: 10.782446531873099, 3: 13.362245035071297, 4: 11.847623785995781, 5: 11.677711711240535}","{0: 6.915123915631029, 1: 19.826853323039327, 2: 8.237772021399067, 3: 13.441519960655478, 4: 10.754618507595405, 5: 10.481514677652493}","{0: 9.984347143232334, 1: 23.472624919862298, 2: 11.217006185963116, 3: 16.340781574832327, 4: 13.851363452255024, 5: 11.590137357876664}","{0: 6.80755988092272, 1: 23.266614678346684, 2: 13.414854284155574, 3: 14.10113396291849, 4: 11.598290205805858, 5: 13.258464859950587}"
0.5412087912087912,"{0: 8.652172589972798, 1: 28.858490377724703, 2: 10.443533526909448, 3: 16.138587861595198, 4: 15.983693471389321, 5: 6.280010970002365}","{0: 8.373701430347909, 1: 24.331970353264925, 2: 9.616021975613277, 3: 15.433352271545738, 4: 15.845975371451607, 5: 7.29800217262186}","{0: 10.169104164562253, 1: 30.397217516086577, 2: 14.856947672660747, 3: 16.060504883380457, 4: 21.553987086741085, 5: 5.635400627246065}","{0: 6.979046446371495, 1: 30.344321169871304, 2: 16.8721957011105, 3: 14.679247371265143, 4: 16.62322569000162, 5: 7.275634598721502}"
0.5439560439560439,"{0: 38.66322195818132, 1: 68.67229440313649, 2: 44.69929464506038, 3: 48.688414381352594, 4: 62.929877390458905, 5: 49.44833071377229}","{0: 41.53746745261284, 1: 69.25799080319446, 2: 35.76848896222988, 3: 43.76062540255103, 4: 61.486727235121315, 5: 35.83178323847229}","{0: 54.20418030885502, 1: 85.94552433125247, 2: 49.74078479725152, 3: 60.077609673872615, 4: 71.57588980400334, 5: 45.44885647704744}","{0: 32.759927872460416, 1: 52.78657390650346, 2: 35.14498152544055, 3: 35.35118818109124, 4: 46.104438407289855, 5: 50.085556176199475}"
0.5467032967032966,"{0: 48.185506129537856, 1: 91.49827374316521, 2: 62.793796354158786, 3: 76.07216795904233, 4: 68.8207352719899, 5: 56.36938892953727}","{0: 48.283368953680565, 1: 99.56259730102444, 2: 56.39623980169412, 3: 80.92767992021753, 4: 66.02513390655315, 5: 57.64978107936657}","{0: 62.047114589784385, 1: 112.33544408508271, 2: 72.9283636778498, 3: 82.88528016585585, 4: 78.51093105731474, 5: 60.05126338867017}","{0: 36.931960640063465, 1: 93.88196997822699, 2: 63.19109919984975, 3: 76.12978156629568, 4: 65.16562084978118, 5: 43.272810616888684}"
0.5494505494505495,"{0: 14.47495935800415, 1: 23.93600695132407, 2: 7.33442681113641, 3: 12.865469598518592, 4: 13.372759561030406, 5: 7.287774075434451}","{0: 11.652643059548902, 1: 23.473787948108825, 2: 7.085859093259091, 3: 12.583684551494471, 4: 13.204808770743568, 5: 12.130727629387271}","{0: 12.567265784687757, 1: 27.888817622935356, 2: 10.015491922342207, 3: 11.737733259579773, 4: 13.60351851489468, 5: 10.134040095002552}","{0: 12.338492684519338, 1: 21.094085331692064, 2: 6.67139456958824, 3: 13.496455462061737, 4: 12.097689539528396, 5: 9.988829081325184}"
0.5521978021978022,"{0: 30.016069529482525, 1: 57.6639323634193, 2: 33.033970875628974, 3: 33.57352455434907, 4: 46.35567283715229, 5: 33.65833859370376}","{0: 27.55827279800732, 1: 44.36939201531021, 2: 33.45844862514841, 3: 25.643203677016658, 4: 44.5298466224531, 5: 14.259990209720549}","{0: 37.1626308443684, 1: 55.22029030232301, 2: 40.754670655564354, 3: 30.053965628361514, 4: 51.855676647335585, 5: 21.37986958467174}","{0: 26.021032190634156, 1: 42.33069598965181, 2: 41.1833119779353, 3: 34.15625600606712, 4: 47.173699285292805, 5: 39.11516011404588}"
0.554945054945055,"{0: 67.47372917139836, 1: 94.05216258537827, 2: 51.615275948374425, 3: 73.32055081400303, 4: 101.95788216414667, 5: 76.2534472594907}","{0: 71.6597350233348, 1: 99.06998483084784, 2: 39.75833100517725, 3: 67.91564791180615, 4: 106.35885879799572, 5: 69.7996343227631}","{0: 82.29509332807774, 1: 111.39882354533908, 2: 56.957049760754394, 3: 81.34243106968512, 4: 111.37455302328259, 5: 71.47745853372261}","{0: 61.696672579933896, 1: 79.75445745372008, 2: 61.13938208420171, 3: 51.97001329193095, 4: 105.0075952303323, 5: 61.54768899290453}"
0.5576923076923077,"{0: 69.36443145673834, 1: 149.70216812720503, 2: 111.80201209071281, 3: 93.7089916835697, 4: 104.01860491918039, 5: 105.5922625285782}","{0: 73.96579580462871, 1: 141.4511313735199, 2: 56.290355769137484, 3: 79.13644915738813, 4: 100.062296803092, 5: 65.8352773650355}","{0: 75.22658448051972, 1: 151.2692592699677, 2: 73.16500595949545, 3: 79.35491748763717, 4: 118.52208054644885, 5: 74.76936773220362}","{0: 80.1979021428079, 1: 111.57778017718663, 2: 54.13217161128133, 3: 32.03222903135647, 4: 71.9625533756694, 5: 96.01232954903524}"
0.5604395604395604,"{0: 133.5040312353757, 1: 240.0261075552452, 2: 149.39947626330704, 3: 182.85475217599605, 4: 156.21196787073976, 5: 190.57076281470904}","{0: 108.7049054873791, 1: 201.28516027896433, 2: 106.54841051526046, 3: 171.11400195603684, 4: 150.08895741192111, 5: 104.14519782007956}","{0: 150.7514778724538, 1: 218.11485962277044, 2: 138.23830273968065, 3: 159.24322346360975, 4: 196.85078468188604, 5: 153.45705947786868}","{0: 121.97724861207939, 1: 207.17693086958968, 2: 133.959927869016, 3: 158.14443775050464, 4: 101.60766910819541, 5: 220.9667988670562}"
0.5631868131868132,"{0: 20.67534719949209, 1: 61.80748781268548, 2: 7.918377961426845, 3: 16.863964848565683, 4: 16.46883282857678, 5: 18.306498494652914}","{0: 7.580502690862853, 1: 56.25919160393121, 2: 10.959826221178083, 3: 16.723829847465087, 4: 16.235258327097043, 5: 7.306489031727658}","{0: 15.608880120447223, 1: 99.74061338349861, 2: 14.46312673906479, 3: 12.28273504172587, 4: 23.531004824756796, 5: 9.573378615699417}","{0: 8.774499336169425, 1: 56.58087230694158, 2: 11.711259139729234, 3: 16.431517236322772, 4: 13.592566620146457, 5: 44.35263082134048}"
0.5659340659340659,"{0: 23.435641657137282, 1: 33.20006466203526, 2: 13.76620579449469, 3: 11.574594234088758, 4: 12.165495673914153, 5: 12.956230414565551}","{0: 19.033794825230526, 1: 34.20373978534056, 2: 17.738146413079374, 3: 12.99781740138061, 4: 12.094102558696731, 5: 20.24138952849154}","{0: 25.923985985666352, 1: 52.18972709678703, 2: 22.18881440260074, 3: 12.690839014546569, 4: 14.200661067772014, 5: 18.152005316916313}","{0: 24.459150692657392, 1: 27.38587123591601, 2: 13.486021759283737, 3: 10.780986266426645, 4: 12.963558108614293, 5: 23.9161444460334}"
0.5686813186813187,"{0: 20.9876809355539, 1: 59.17509046385644, 2: 23.30262428483871, 3: 26.350709626631566, 4: 23.768657977826013, 5: 17.73012249730027}","{0: 13.247406771831981, 1: 56.74838846628003, 2: 21.273033053700498, 3: 26.487922797405417, 4: 23.97480122728959, 5: 16.602576463884336}","{0: 18.62573769287255, 1: 73.4778114334865, 2: 25.947039957347197, 3: 28.266095251250213, 4: 29.270660866671435, 5: 18.515679158115567}","{0: 13.33845151332151, 1: 56.66287927533026, 2: 21.171152759945926, 3: 20.026308075313636, 4: 17.912886997011537, 5: 18.568234711055137}"
0.5714285714285714,"{0: 29.555674270514373, 1: 47.219027638129496, 2: 24.591155885308925, 3: 19.56132962627881, 4: 33.29784149939275, 5: 19.95166593690045}","{0: 31.723414177002837, 1: 56.023112042402296, 2: 19.88725538845502, 3: 21.494290110856692, 4: 34.22522156749191, 5: 23.314041852835484}","{0: 35.05867960587812, 1: 80.32710787813606, 2: 25.70915399555261, 3: 29.277552605529717, 4: 31.96734362827473, 5: 18.02787856237692}","{0: 27.60855060496871, 1: 64.88988079620464, 2: 20.434569656771824, 3: 16.8901097857778, 4: 19.035606871303717, 5: 33.75740320315581}"
0.5741758241758241,"{0: 58.34735692434899, 1: 70.9823699395033, 2: 41.02374625610352, 3: 38.94809894095008, 4: 58.41157667322479, 5: 45.129194908795064}","{0: 56.471030725756826, 1: 71.65451450396027, 2: 32.95603749343078, 3: 37.31058968360568, 4: 58.46095344706373, 5: 47.12583371883244}","{0: 64.73247697516015, 1: 89.86277193480451, 2: 44.39288634693944, 3: 48.43067009411422, 4: 56.67376315356265, 5: 42.687986874541615}","{0: 54.52806689056146, 1: 51.039593657525096, 2: 52.5043553309067, 3: 50.621790958686745, 4: 58.1510070824261, 5: 40.76156245969875}"
0.5769230769230769,"{0: 37.48242460826128, 1: 67.5868336600892, 2: 30.300061078879832, 3: 29.584616263692514, 4: 35.15324941459692, 5: 29.772077195220675}","{0: 22.291298094227887, 1: 54.091286264172425, 2: 30.575780964627686, 3: 26.556163931668433, 4: 33.973188153951625, 5: 31.755937064006968}","{0: 30.637333831390485, 1: 65.64803127016087, 2: 40.61634200368116, 3: 28.347314395588175, 4: 38.262403290893836, 5: 44.760361393016105}","{0: 35.15564493303763, 1: 57.25993879078058, 2: 21.801748593805584, 3: 29.05551697071334, 4: 35.89954921854377, 5: 29.46630126369155}"
0.5796703296703297,"{0: 13.488551542506324, 1: 31.317886433351074, 2: 20.665374152080705, 3: 17.94566868162778, 4: 22.000923832361583, 5: 13.816462628762176}","{0: 13.104520415590168, 1: 29.110249983794954, 2: 22.07745880495298, 3: 17.1217669843795, 4: 19.787210570829643, 5: 15.102817806212412}","{0: 14.977255158252962, 1: 34.59104480157105, 2: 24.317555848928777, 3: 17.174618243544145, 4: 19.78976928638635, 5: 13.26721941776363}","{0: 10.900180308779673, 1: 16.153256612447553, 2: 25.155587222897157, 3: 15.152097397342239, 4: 18.570224738928044, 5: 16.408926162773756}"
0.5824175824175825,"{0: 42.0582066206054, 1: 38.84173749440378, 2: 50.26679183872682, 3: 30.80416632264229, 4: 34.67395980752645, 5: 32.948785971976854}","{0: 44.6593708352558, 1: 36.317483825273634, 2: 51.36353583676322, 3: 27.404819901194234, 4: 41.88450299556119, 5: 40.029322552003904}","{0: 51.51969670722218, 1: 53.20032722862203, 2: 59.4847689855879, 3: 44.550924215984416, 4: 48.99279854626953, 5: 44.51118848356144}","{0: 37.54014062047375, 1: 44.55280597927908, 2: 47.16987184280733, 3: 46.54388675895493, 4: 37.010594013435686, 5: 36.424714364511765}"
0.5851648351648352,"{0: 8.458654489477844, 1: 18.644433347483318, 2: 6.082740879173724, 3: 15.686277690695642, 4: 13.15268124773769, 5: 9.760133621325908}","{0: 6.64158385493162, 1: 20.107781738740545, 2: 6.3281050101453715, 3: 15.100088910016966, 4: 14.196657721605613, 5: 13.816403268448413}","{0: 8.148942032692226, 1: 26.915157314573953, 2: 9.422615627681202, 3: 13.590186104025113, 4: 16.053595101005456, 5: 13.12664186745733}","{0: 8.465791490598233, 1: 18.341967115308442, 2: 6.157138917612407, 3: 15.214518654408307, 4: 15.664186012958565, 5: 10.144855199997677}"
0.5879120879120879,"{0: 3.6210270845626815, 1: 5.080054199838933, 2: 3.0044493490794024, 3: 4.174596921749213, 4: 3.201148781364484, 5: 3.7163512571603703}","{0: 2.9409808135337685, 1: 4.155577541584653, 2: 3.072504579987177, 3: 4.250365932724274, 4: 3.3769051116251365, 5: 2.9369416309212784}","{0: 4.021564090953303, 1: 6.357112594750478, 2: 4.354758690388258, 3: 3.764855974754102, 4: 4.122348978675526, 5: 4.056849963061808}","{0: 3.4294283310385474, 1: 3.9930165985199935, 2: 3.191062295517643, 3: 3.1991565609618746, 4: 3.9692232190834376, 5: 2.78256458508981}"
0.5906593406593407,"{0: 11.28998368947468, 1: 23.389704777641253, 2: 4.577028841887883, 3: 11.219351140174902, 4: 12.610109283962421, 5: 12.153501792715398}","{0: 8.517607260617465, 1: 22.880999891963246, 2: 7.2722324495227495, 3: 10.899788326049048, 4: 11.818053594031788, 5: 11.977129792056735}","{0: 10.701641497335642, 1: 29.34086005149821, 2: 8.356170038233032, 3: 11.37304834496011, 4: 12.717705547656585, 5: 11.662028552607639}","{0: 10.560533344560243, 1: 23.626122560342043, 2: 4.051255460644027, 3: 11.832970800592804, 4: 12.331732254140205, 5: 11.510576484519333}"
0.5934065934065934,"{0: 12.541119501614125, 1: 29.817061813625063, 2: 14.220081433153048, 3: 13.697882672480404, 4: 13.635076434497817, 5: 16.13953872443634}","{0: 11.55645695132498, 1: 26.694487927338603, 2: 11.593840830185238, 3: 12.420373615100951, 4: 11.870742848373448, 5: 10.923179658001464}","{0: 13.390957928837825, 1: 34.99012477040218, 2: 15.775392021622547, 3: 13.991061137238159, 4: 16.100019147919667, 5: 13.433106808328013}","{0: 15.631311235932145, 1: 30.44117597137537, 2: 22.752973238263305, 3: 13.031311790385681, 4: 11.971641558337117, 5: 21.354226975046554}"
0.5961538461538461,"{0: 4.150788573243741, 1: 9.06669504007179, 2: 3.173150267530638, 3: 2.713715226019904, 4: 3.2447803259454564, 5: 6.3068139012847695}","{0: 4.699993004733332, 1: 8.223473447262585, 2: 2.701140424891131, 3: 2.4102243140989312, 4: 2.588136860980805, 5: 3.3362025741110166}","{0: 6.422822451726678, 1: 14.497477399775757, 2: 3.9022007940677104, 3: 2.289465263938392, 4: 3.552019735982222, 5: 4.739316564296768}","{0: 5.318833021008863, 1: 9.422450844785809, 2: 8.473462488724298, 3: 2.526383981466648, 4: 2.6588944937491896, 5: 10.127259447412607}"
0.5989010989010989,"{0: 12.623816149137857, 1: 40.629287083509865, 2: 15.175121833970609, 3: 19.668032801464836, 4: 26.586511075718978, 5: 26.944232778957655}","{0: 17.292215873562103, 1: 41.67563433868994, 2: 10.99141814530141, 3: 18.517491202692824, 4: 23.35469114345132, 5: 26.794862000501052}","{0: 16.17043771908367, 1: 57.8708262801524, 2: 16.303356072092246, 3: 21.456894638304526, 4: 21.01179465183571, 5: 23.951270497271086}","{0: 11.973467595325472, 1: 49.947747850497365, 2: 13.826149362747989, 3: 18.63473627957577, 4: 20.940333263471636, 5: 24.50434380505003}"
0.6016483516483516,"{0: 45.18492705670615, 1: 80.56338799704777, 2: 34.249181802465436, 3: 46.3218413598183, 4: 57.594740415932485, 5: 55.05117158008732}","{0: 39.92888217999023, 1: 60.01146777682366, 2: 27.50714279834844, 3: 38.71261289393781, 4: 54.6058967869245, 5: 27.012628759115817}","{0: 47.05223142285814, 1: 67.70499720635392, 2: 38.028953252651945, 3: 39.331754380549036, 4: 68.59914173316167, 5: 41.54421734098926}","{0: 38.10219352698713, 1: 43.3389382803908, 2: 20.986950184273713, 3: 16.84021178064412, 4: 56.961679731869516, 5: 50.75717134469989}"
0.6043956043956044,"{0: 8.563066898800116, 1: 18.2248993110974, 2: 10.259005540552925, 3: 5.534291927153185, 4: 3.927165738527625, 5: 7.513914301419516}","{0: 6.358138146177435, 1: 15.637752033399105, 2: 10.867174432278986, 3: 5.012790730538956, 4: 6.193655336266077, 5: 6.546898589868397}","{0: 7.3989628437507005, 1: 22.275628898952647, 2: 12.926898944787956, 3: 5.725491571794748, 4: 7.659428751236742, 5: 8.759716985238894}","{0: 9.062377228756661, 1: 19.45297016524513, 2: 11.45870688624723, 3: 7.031954692651303, 4: 7.995993181391963, 5: 8.178157563318342}"
0.6071428571428571,"{0: 22.00574287014309, 1: 40.205808567731204, 2: 6.686565263471668, 3: 12.800916074152601, 4: 18.48591303107826, 5: 11.656552114483782}","{0: 13.452203739640154, 1: 37.74784918492268, 2: 14.916892420525087, 3: 15.312453216950308, 4: 19.301106430507232, 5: 15.084586504291856}","{0: 21.613037823482, 1: 66.68792725565362, 2: 22.753147824264573, 3: 13.52455369793783, 4: 24.177498118219013, 5: 12.021693722789484}","{0: 16.565729286796344, 1: 35.11857158443531, 2: 9.494602278262972, 3: 14.301650764592608, 4: 19.51280915263995, 5: 17.48714098467918}"
0.6098901098901099,"{0: 51.915343738544514, 1: 114.34345066674598, 2: 48.28380363833791, 3: 70.51013332601543, 4: 90.44301149294502, 5: 71.48068606317956}","{0: 59.3339473858141, 1: 115.94269134885245, 2: 50.95212911607387, 3: 67.01485482034508, 4: 89.11047258273128, 5: 57.57351028025705}","{0: 69.60191126927067, 1: 131.61932672553135, 2: 70.79541644754877, 3: 85.469915864205, 4: 99.12175540587322, 5: 66.11158882783222}","{0: 50.628105750911196, 1: 113.82578904440429, 2: 73.02259084287279, 3: 80.10281675493832, 4: 60.9132726968222, 5: 60.742666586422615}"
0.6126373626373627,"{0: 37.48264481106818, 1: 55.32916776512624, 2: 41.63315824179188, 3: 28.37519621543016, 4: 32.038446961672314, 5: 42.440429630077254}","{0: 38.57441550456732, 1: 56.59100659588078, 2: 23.13827708879292, 3: 25.21717420581676, 4: 28.17140049054078, 5: 35.18553419719825}","{0: 42.865751894117224, 1: 71.29229939124609, 2: 31.85805620577517, 3: 29.77737930453895, 4: 30.95079883137969, 5: 41.991616976879975}","{0: 37.311817257768716, 1: 53.01211737157055, 2: 48.891481586242385, 3: 21.13849005378616, 4: 18.00230853383613, 5: 33.56727888557898}"
